ANLY_CN,USER_NM,USER_ACCS,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
376862523489998,gjbrand,RW,LOGIN_DATIM,2/1/2017 2:00:58 PM,195144,,,
