,State,County,Violent Crime
2264,Pennsylvania,Columbia,115
2265,Pennsylvania,Crawford,84
2266,Pennsylvania,Cumberland,212
2267,Pennsylvania,Dauphin,1094
2268,Pennsylvania,Delaware,2230
2269,Pennsylvania,Elk,33
2270,Pennsylvania,Erie,626
2271,Pennsylvania,Fayette,273
2272,Pennsylvania,Forest,35
2273,Pennsylvania,Franklin,224
2274,Pennsylvania,Fulton,32
2275,Pennsylvania,Greene,70
2276,Pennsylvania,Huntingdon,78
2277,Pennsylvania,Indiana,247
2278,Pennsylvania,Jefferson,60
2279,Pennsylvania,Juniata,21
2280,Pennsylvania,Lackawanna,445
2281,Pennsylvania,Lancaster,912
2282,Pennsylvania,Lawrence,200
2283,Pennsylvania,Lebanon,206
2284,Pennsylvania,Lehigh,830
2285,Pennsylvania,Luzerne,838
2286,Pennsylvania,Lycoming,247
2287,Pennsylvania,McKean,121
2288,Pennsylvania,Mercer,245
2289,Pennsylvania,Mifflin,61
2290,Pennsylvania,Monroe,390
2291,Pennsylvania,Montgomery,1108
2292,Pennsylvania,Montour,52
2293,Pennsylvania,Northampton,638
2294,Pennsylvania,Northumberland,235
2295,Pennsylvania,Perry,84
2296,Pennsylvania,Philadelphia,15673
2297,Pennsylvania,Pike,82
2298,Pennsylvania,Potter,37
2299,Pennsylvania,Schuylkill,456
2300,Pennsylvania,Snyder,73
2301,Pennsylvania,Somerset,86
2302,Pennsylvania,Sullivan,5
2303,Pennsylvania,Susquehanna,50
2304,Pennsylvania,Tioga,51
2305,Pennsylvania,Union,30
2306,Pennsylvania,Venango,72
2307,Pennsylvania,Warren,73
2308,Pennsylvania,Washington,362
2309,Pennsylvania,Wayne,57
2310,Pennsylvania,Westmoreland,598
2311,Pennsylvania,Wyoming,38
2312,Pennsylvania,York,971
2313,Rhode Island,Bristol,35
2314,Rhode Island,Kent,185
2315,Rhode Island,Newport,135
2316,Rhode Island,Providence,1976
2317,Rhode Island,Washington,95
2318,South Carolina,Abbeville,79
2319,South Carolina,Aiken,755
2320,South Carolina,Allendale,38
2321,South Carolina,Anderson,1167
2322,South Carolina,Bamberg,63
2323,South Carolina,Barnwell,160
2324,South Carolina,Beaufort,696
2325,South Carolina,Berkeley,687
2326,South Carolina,Calhoun,46
2327,South Carolina,Charleston,1653
2328,South Carolina,Cherokee,220
2329,South Carolina,Chester,223
2330,South Carolina,Chesterfield,203
2331,South Carolina,Clarendon,155
2332,South Carolina,Colleton,304
2333,South Carolina,Darlington,456
2334,South Carolina,Dillon,285
2335,South Carolina,Dorchester,693
2336,South Carolina,Edgefield,26
2337,South Carolina,Fairfield,166
2338,South Carolina,Florence,774
2339,South Carolina,Georgetown,292
2340,South Carolina,Greenville,2618
2341,South Carolina,Greenwood,432
2342,South Carolina,Hampton,126
2343,South Carolina,Horry,1748
2344,South Carolina,Jasper,89
2345,South Carolina,Kershaw,222
2346,South Carolina,Lancaster,329
2347,South Carolina,Laurens,367
2348,South Carolina,Lee,110
2349,South Carolina,Lexington,971
2350,South Carolina,McCormick,24
2351,South Carolina,Marion,235
2352,South Carolina,Marlboro,247
2353,South Carolina,Newberry,110
2354,South Carolina,Oconee,281
2355,South Carolina,Orangeburg,444
2356,South Carolina,Pickens,416
2357,South Carolina,Richland,3252
2358,South Carolina,Saluda,63
2359,South Carolina,Spartanburg,1247
2360,South Carolina,Sumter,672
2361,South Carolina,Union,187
2362,South Carolina,Williamsburg,173
2363,South Carolina,York,961
2364,South Dakota,Aurora,1
2365,South Dakota,Beadle,48
2366,South Dakota,Bennett,16
2367,South Dakota,Bon Homme,1
2368,South Dakota,Brookings,39
2369,South Dakota,Brown,116
2370,South Dakota,Brule,21
2371,South Dakota,Buffalo,
2372,South Dakota,Butte,16
2373,South Dakota,Campbell,1
2374,South Dakota,Charles Mix,13
2375,South Dakota,Clark,4
2376,South Dakota,Clay,34
2377,South Dakota,Codington,81
2378,South Dakota,Corson,1
2379,South Dakota,Custer,4
2380,South Dakota,Davison,83
2381,South Dakota,Day,
2382,South Dakota,Deuel,2
2383,South Dakota,Dewey,0
2384,South Dakota,Douglas,3
2385,South Dakota,Edmunds,1
2386,South Dakota,Fall River,6
2387,South Dakota,Faulk,0
2388,South Dakota,Grant,
2389,South Dakota,Gregory,
2390,South Dakota,Haakon,
2391,South Dakota,Hamlin,3
2392,South Dakota,Hand,1
2393,South Dakota,Hanson,1
2394,South Dakota,Harding,1
2395,South Dakota,Hughes,80
2396,South Dakota,Hutchinson,2
2397,South Dakota,Hyde,
2398,South Dakota,Jackson,
2399,South Dakota,Jerauld,0
2400,South Dakota,Jones,
2401,South Dakota,Kingsbury,
2402,South Dakota,Lake,5
2403,South Dakota,Lawrence,44
2404,South Dakota,Lincoln,152
2405,South Dakota,Lyman,
2406,South Dakota,McCook,2
2407,South Dakota,McPherson,1
2408,South Dakota,Marshall,10
2409,South Dakota,Meade,34
2410,South Dakota,Mellette,4
2411,South Dakota,Miner,1
2412,South Dakota,Minnehaha,747
2413,South Dakota,Moody,16
2414,South Dakota,Oglala Lakota,0
2415,South Dakota,Pennington,610
2416,South Dakota,Perkins,1
2417,South Dakota,Potter,0
2418,South Dakota,Roberts,13
2419,South Dakota,Sanborn,8
2420,South Dakota,Spink,2
2421,South Dakota,Stanley,4
2422,South Dakota,Sully,1
2423,South Dakota,Todd,
2424,South Dakota,Tripp,8
2425,South Dakota,Turner,12
2426,South Dakota,Union,19
2427,South Dakota,Walworth,14
2428,South Dakota,Yankton,66
2429,South Dakota,Ziebach,0
2430,Tennessee,Anderson,251
2431,Tennessee,Bedford,200
2432,Tennessee,Benton,25
2433,Tennessee,Bledsoe,24
2434,Tennessee,Blount,449
2435,Tennessee,Bradley,576
2436,Tennessee,Campbell,167
2437,Tennessee,Cannon,25
2438,Tennessee,Carroll,72
2439,Tennessee,Carter,154
2440,Tennessee,Cheatham,113
2441,Tennessee,Chester,46
2442,Tennessee,Claiborne,100
2443,Tennessee,Clay,22
2444,Tennessee,Cocke,215
2445,Tennessee,Coffee,248
2446,Tennessee,Crockett,59
2447,Tennessee,Cumberland,173
2448,Tennessee,Davidson,7454
2449,Tennessee,Decatur,30
2450,Tennessee,DeKalb,59
2451,Tennessee,Dickson,255
2452,Tennessee,Dyer,294
2453,Tennessee,Fayette,101
2454,Tennessee,Fentress,30
2455,Tennessee,Franklin,158
2456,Tennessee,Gibson,274
2457,Tennessee,Giles,90
2458,Tennessee,Grainger,48
2459,Tennessee,Greene,217
2460,Tennessee,Grundy,54
2461,Tennessee,Hamblen,302
2462,Tennessee,Hamilton,2353
2463,Tennessee,Hancock,8
2464,Tennessee,Hardeman,162
2465,Tennessee,Hardin,135
2466,Tennessee,Hawkins,156
2467,Tennessee,Haywood,196
2468,Tennessee,Henderson,126
2469,Tennessee,Henry,108
2470,Tennessee,Hickman,93
2471,Tennessee,Houston,18
2472,Tennessee,Humphreys,47
2473,Tennessee,Jackson,20
2474,Tennessee,Jefferson,131
2475,Tennessee,Johnson,112
2476,Tennessee,Knox,2285
2477,Tennessee,Lake,16
2478,Tennessee,Lauderdale,186
2479,Tennessee,Lawrence,196
2480,Tennessee,Lewis,58
2481,Tennessee,Lincoln,157
2482,Tennessee,Loudon,114
2483,Tennessee,McMinn,271
2484,Tennessee,McNairy,98
2485,Tennessee,Macon,67
2486,Tennessee,Madison,820
2487,Tennessee,Marion,82
2488,Tennessee,Marshall,162
2489,Tennessee,Maury,394
2490,Tennessee,Meigs,51
2491,Tennessee,Monroe,218
2492,Tennessee,Montgomery,1090
2493,Tennessee,Moore,7
2494,Tennessee,Morgan,42
2495,Tennessee,Obion,134
2496,Tennessee,Overton,48
2497,Tennessee,Perry,20
2498,Tennessee,Pickett,11
2499,Tennessee,Polk,38
2500,Tennessee,Putnam,296
2501,Tennessee,Rhea,92
2502,Tennessee,Roane,171
2503,Tennessee,Robertson,292
2504,Tennessee,Rutherford,1456
2505,Tennessee,Scott,51
2506,Tennessee,Sequatchie,58
2507,Tennessee,Sevier,299
2508,Tennessee,Shelby,12685
2509,Tennessee,Smith,46
2510,Tennessee,Stewart,59
2511,Tennessee,Sullivan,760
2512,Tennessee,Sumner,446
2513,Tennessee,Tipton,414
2514,Tennessee,Trousdale,40
2515,Tennessee,Unicoi,45
2516,Tennessee,Union,57
2517,Tennessee,Van Buren,16
2518,Tennessee,Warren,185
2519,Tennessee,Washington,421
2520,Tennessee,Wayne,50
2521,Tennessee,Weakley,70
2522,Tennessee,White,68
2523,Tennessee,Williamson,294
2524,Tennessee,Wilson,388
2525,Texas,Anderson,241
2526,Texas,Andrews,90
2527,Texas,Angelina,275
2528,Texas,Aransas,121
2529,Texas,Archer,11
2530,Texas,Armstrong,3
2531,Texas,Atascosa,109
2532,Texas,Austin,70
2533,Texas,Bailey,12
2534,Texas,Bandera,29
2535,Texas,Bastrop,322
2536,Texas,Baylor,9
2537,Texas,Bee,84
2538,Texas,Bell,1375
2539,Texas,Bexar,10087
2540,Texas,Blanco,15
2541,Texas,Borden,3
2542,Texas,Bosque,13
2543,Texas,Bowie,483
2544,Texas,Brazoria,629
2545,Texas,Brazos,674
2546,Texas,Brewster,15
2547,Texas,Briscoe,0
2548,Texas,Brooks,17
2549,Texas,Brown,119
2550,Texas,Burleson,29
2551,Texas,Burnet,109
2552,Texas,Caldwell,89
2553,Texas,Calhoun,102
2554,Texas,Callahan,12
2555,Texas,Cameron,1351
2556,Texas,Camp,43
2557,Texas,Carson,23
2558,Texas,Cass,113
2559,Texas,Castro,9
2560,Texas,Chambers,134
2561,Texas,Cherokee,191
2562,Texas,Childress,
2563,Texas,Clay,14
2564,Texas,Cochran,6
2565,Texas,Coke,1
2566,Texas,Coleman,12
2567,Texas,Collin,1424
2568,Texas,Collingsworth,5
2569,Texas,Colorado,46
2570,Texas,Comal,350
2571,Texas,Comanche,31
2572,Texas,Concho,1
2573,Texas,Cooke,132
2574,Texas,Coryell,175
2575,Texas,Cottle,4
2576,Texas,Crane,6
2577,Texas,Crockett,5
2578,Texas,Crosby,4
2579,Texas,Culberson,0
2580,Texas,Dallam,46
2581,Texas,Dallas,12252
2582,Texas,Dawson,59
2583,Texas,Deaf Smith,59
2584,Texas,Delta,1
2585,Texas,Denton,1321
2586,Texas,DeWitt,112
2587,Texas,Dickens,7
2588,Texas,Dimmit,10
2589,Texas,Donley,11
2590,Texas,Duval,60
2591,Texas,Eastland,37
2592,Texas,Ector,1285
2593,Texas,Edwards,3
2594,Texas,Ellis,230
2595,Texas,El Paso,3056
2596,Texas,Erath,62
2597,Texas,Falls,25
2598,Texas,Fannin,45
2599,Texas,Fayette,66
2600,Texas,Fisher,12
2601,Texas,Floyd,24
2602,Texas,Foard,0
2603,Texas,Fort Bend,1738
2604,Texas,Franklin,27
2605,Texas,Freestone,31
2606,Texas,Frio,45
2607,Texas,Gaines,15
2608,Texas,Galveston,927
2609,Texas,Garza,8
2610,Texas,Gillespie,13
2611,Texas,Glasscock,0
2612,Texas,Goliad,16
2613,Texas,Gonzales,135
2614,Texas,Gray,116
2615,Texas,Grayson,336
2616,Texas,Gregg,564
2617,Texas,Grimes,108
2618,Texas,Guadalupe,295
2619,Texas,Hale,75
2620,Texas,Hall,9
2621,Texas,Hamilton,9
2622,Texas,Hansford,11
2623,Texas,Hardeman,2
2624,Texas,Hardin,88
2625,Texas,Harris,33021
2626,Texas,Harrison,233
2627,Texas,Hartley,23
2628,Texas,Haskell,7
2629,Texas,Hays,469
2630,Texas,Hemphill,14
2631,Texas,Henderson,269
2632,Texas,Hidalgo,2622
2633,Texas,Hill,60
2634,Texas,Hockley,106
2635,Texas,Hood,95
2636,Texas,Hopkins,53
2637,Texas,Houston,49
2638,Texas,Howard,226
2639,Texas,Hudspeth,4
2640,Texas,Hunt,315
2641,Texas,Hutchinson,96
2642,Texas,Irion,1
2643,Texas,Jack,20
2644,Texas,Jackson,31
2645,Texas,Jasper,121
2646,Texas,Jeff Davis,5
2647,Texas,Jefferson,1797
2648,Texas,Jim Hogg,4
2649,Texas,Jim Wells,241
2650,Texas,Johnson,297
2651,Texas,Jones,54
2652,Texas,Karnes,40
2653,Texas,Kaufman,266
2654,Texas,Kendall,44
2655,Texas,Kenedy,4
2656,Texas,Kent,3
2657,Texas,Kerr,121
2658,Texas,Kimble,5
2659,Texas,King,0
2660,Texas,Kinney,1
2661,Texas,Kleberg,160
2662,Texas,Knox,9
2663,Texas,Lamar,191
2664,Texas,Lamb,43
2665,Texas,Lampasas,26
2666,Texas,La Salle,7
2667,Texas,Lavaca,31
2668,Texas,Lee,43
2669,Texas,Leon,18
2670,Texas,Liberty,324
2671,Texas,Limestone,87
2672,Texas,Lipscomb,5
2673,Texas,Live Oak,39
2674,Texas,Llano,26
2675,Texas,Loving,1
2676,Texas,Lubbock,2563
2677,Texas,Lynn,7
2678,Texas,McCulloch,4
2679,Texas,McLennan,1025
2680,Texas,McMullen,1
2681,Texas,Madison,44
2682,Texas,Marion,66
2683,Texas,Martin,11
2684,Texas,Mason,3
2685,Texas,Matagorda,128
2686,Texas,Maverick,103
2687,Texas,Medina,100
2688,Texas,Menard,6
2689,Texas,Midland,506
2690,Texas,Milam,56
2691,Texas,Mills,2
2692,Texas,Mitchell,16
2693,Texas,Montague,31
2694,Texas,Montgomery,934
2695,Texas,Moore,45
2696,Texas,Morris,41
2697,Texas,Motley,0
2698,Texas,Nacogdoches,192
2699,Texas,Navarro,166
2700,Texas,Newton,9
2701,Texas,Nolan,54
2702,Texas,Nueces,2467
2703,Texas,Ochiltree,30
2704,Texas,Oldham,3
2705,Texas,Orange,272
2706,Texas,Palo Pinto,54
2707,Texas,Panola,68
2708,Texas,Parker,163
2709,Texas,Parmer,8
2710,Texas,Pecos,56
2711,Texas,Polk,134
2712,Texas,Potter,781
2713,Texas,Presidio,6
2714,Texas,Rains,13
2715,Texas,Randall,713
2716,Texas,Reagan,2
2717,Texas,Real,3
2718,Texas,Red River,37
2719,Texas,Reeves,59
2720,Texas,Refugio,25
2721,Texas,Roberts,1
2722,Texas,Robertson,65
2723,Texas,Rockwall,88
2724,Texas,Runnels,18
2725,Texas,Rusk,199
2726,Texas,Sabine,32
2727,Texas,San Augustine,31
2728,Texas,San Jacinto,57
2729,Texas,San Patricio,244
2730,Texas,San Saba,7
2731,Texas,Schleicher,0
2732,Texas,Scurry,53
2733,Texas,Shackelford,4
2734,Texas,Shelby,71
2735,Texas,Sherman,5
2736,Texas,Smith,737
2737,Texas,Somervell,10
2738,Texas,Starr,167
2739,Texas,Stephens,18
2740,Texas,Sterling,2
2741,Texas,Stonewall,1
2742,Texas,Sutton,6
2743,Texas,Swisher,40
2744,Texas,Tarrant,7977
2745,Texas,Taylor,580
2746,Texas,Terrell,2
2747,Texas,Terry,33
2748,Texas,Throckmorton,0
2749,Texas,Titus,116
2750,Texas,Tom Green,375
2751,Texas,Travis,4358
2752,Texas,Trinity,25
2753,Texas,Tyler,64
2754,Texas,Upshur,118
2755,Texas,Upton,3
2756,Texas,Uvalde,73
2757,Texas,Val Verde,68
2758,Texas,Van Zandt,62
2759,Texas,Victoria,393
2760,Texas,Walker,264
2761,Texas,Waller,165
2762,Texas,Ward,58
2763,Texas,Washington,82
2764,Texas,Webb,1031
2765,Texas,Wharton,182
2766,Texas,Wheeler,7
2767,Texas,Wichita,498
2768,Texas,Wilbarger,42
2769,Texas,Willacy,160
2770,Texas,Williamson,834
2771,Texas,Wilson,64
2772,Texas,Winkler,10
2773,Texas,Wise,102
2774,Texas,Wood,76
2775,Texas,Yoakum,16
2776,Texas,Young,31
2777,Texas,Zapata,14
2778,Texas,Zavala,18
2779,Utah,Beaver,3
2780,Utah,Box Elder,65
2781,Utah,Cache,79
2782,Utah,Carbon,25
2783,Utah,Daggett,1
2784,Utah,Davis,346
2785,Utah,Duchesne,90
2786,Utah,Emery,18
2787,Utah,Garfield,
2788,Utah,Grand,26
2789,Utah,Iron,134
2790,Utah,Juab,9
2791,Utah,Kane,23
2792,Utah,Millard,36
2793,Utah,Morgan,
2794,Utah,Piute,1
2795,Utah,Rich,2
2796,Utah,Salt Lake,4261
2797,Utah,San Juan,15
2798,Utah,Sanpete,16
2799,Utah,Sevier,21
2800,Utah,Summit,55
2801,Utah,Tooele,178
2802,Utah,Uintah,47
2803,Utah,Utah,449
2804,Utah,Wasatch,27
2805,Utah,Washington,235
2806,Utah,Wayne,
2807,Utah,Weber,603
2808,Vermont,Addison,29
2809,Vermont,Bennington,57
2810,Vermont,Caledonia,35
2811,Vermont,Chittenden,209
2812,Vermont,Essex,1
2813,Vermont,Franklin,68
2814,Vermont,Grand Isle,3
2815,Vermont,Lamoille,14
2816,Vermont,Orange,6
2817,Vermont,Orleans,38
2818,Vermont,Rutland,97
2819,Vermont,Washington,60
2820,Vermont,Windham,73
2821,Vermont,Windsor,51
2822,Virginia,Accomack,74
2823,Virginia,Albemarle,106
2824,Virginia,Alleghany,31
2825,Virginia,Amelia,15
2826,Virginia,Amherst,43
2827,Virginia,Appomattox,18
2828,Virginia,Arlington,345
2829,Virginia,Augusta,93
2830,Virginia,Bath,5
2831,Virginia,Bedford,64
2832,Virginia,Bland,5
2833,Virginia,Botetourt,35
2834,Virginia,Brunswick,22
2835,Virginia,Buchanan,50
2836,Virginia,Buckingham,22
2837,Virginia,Campbell,110
2838,Virginia,Caroline,43
2839,Virginia,Carroll,29
2840,Virginia,Charles City,5
2841,Virginia,Charlotte,27
2842,Virginia,Chesterfield,455
2843,Virginia,Clarke,11
2844,Virginia,Craig,3
2845,Virginia,Culpeper,79
2846,Virginia,Cumberland,18
2847,Virginia,Dickenson,30
2848,Virginia,Dinwiddie,70
2849,Virginia,Essex,24
2850,Virginia,Fairfax,1095
2851,Virginia,Fauquier,44
2852,Virginia,Floyd,20
2853,Virginia,Fluvanna,26
2854,Virginia,Franklin,85
2855,Virginia,Frederick,93
2856,Virginia,Giles,25
2857,Virginia,Gloucester,42
2858,Virginia,Goochland,26
2859,Virginia,Grayson,19
2860,Virginia,Greene,23
2861,Virginia,Greensville,15
2862,Virginia,Halifax,73
2863,Virginia,Hanover,131
2864,Virginia,Henrico,567
2865,Virginia,Henry,118
2866,Virginia,Highland,2
2867,Virginia,Isle of Wight,52
2868,Virginia,James City,89
2869,Virginia,King and Queen,10
2870,Virginia,King George,27
2871,Virginia,King William,12
2872,Virginia,Lancaster,17
2873,Virginia,Lee,29
2874,Virginia,Loudoun,375
2875,Virginia,Louisa,65
2876,Virginia,Lunenburg,21
2877,Virginia,Madison,12
2878,Virginia,Mathews,4
2879,Virginia,Mecklenburg,77
2880,Virginia,Middlesex,23
2881,Virginia,Montgomery,125
2882,Virginia,Nelson,21
2883,Virginia,New Kent,30
2884,Virginia,Northampton,12
2885,Virginia,Northumberland,22
2886,Virginia,Nottoway,38
2887,Virginia,Orange,39
2888,Virginia,Page,37
2889,Virginia,Patrick,27
2890,Virginia,Pittsylvania,50
2891,Virginia,Powhatan,21
2892,Virginia,Prince Edward,47
2893,Virginia,Prince George,42
2894,Virginia,Prince William,841
2895,Virginia,Pulaski,87
2896,Virginia,Rappahannock,3
2897,Virginia,Richmond,11
2898,Virginia,Roanoke,174
2899,Virginia,Rockbridge,32
2900,Virginia,Rockingham,88
2901,Virginia,Russell,52
2902,Virginia,Scott,23
2903,Virginia,Shenandoah,77
2904,Virginia,Smyth,64
2905,Virginia,Southampton,23
2906,Virginia,Spotsylvania,224
2907,Virginia,Stafford,278
2908,Virginia,Surry,15
2909,Virginia,Sussex,12
2910,Virginia,Tazewell,90
2911,Virginia,Warren,54
2912,Virginia,Washington,85
2913,Virginia,Westmoreland,25
2914,Virginia,Wise,85
2915,Virginia,Wythe,36
2916,Virginia,York,109
2917,Virginia,Alexandria City,286
2918,Virginia,Bristol City,46
2919,Virginia,Buena Vista City,7
2920,Virginia,Charlottesville City,220
2921,Virginia,Chesapeake City,993
2922,Virginia,Colonial Heights City,52
2923,Virginia,Covington City,14
2924,Virginia,Danville City,264
2925,Virginia,Emporia City,33
2926,Virginia,Fairfax City,21
2927,Virginia,Falls Church City,22
2928,Virginia,Franklin City,27
2929,Virginia,Fredericksburg City,123
2930,Virginia,Galax City,22
2931,Virginia,Hampton City,402
2932,Virginia,Harrisonburg City,113
2933,Virginia,Hopewell City,94
2934,Virginia,Lexington City,9
2935,Virginia,Lynchburg City,336
2936,Virginia,Manassas City,131
2937,Virginia,Manassas Park City,24
2938,Virginia,Martinsville City,39
2939,Virginia,Newport News City,830
2940,Virginia,Norfolk City,1487
2941,Virginia,Norton City,15
2942,Virginia,Petersburg City,232
2943,Virginia,Poquoson City,16
2944,Virginia,Portsmouth City,680
2945,Virginia,Radford City,102
2946,Virginia,Richmond City,1310
2947,Virginia,Roanoke City,380
2948,Virginia,Salem City,27
2949,Virginia,Staunton City,38
2950,Virginia,Suffolk City,241
2951,Virginia,Virginia Beach City,689
2952,Virginia,Waynesboro City,40
2953,Virginia,Williamsburg City,28
2954,Virginia,Winchester City,75
2955,Washington,Adams,48
2956,Washington,Asotin,47
2957,Washington,Benton,371
2958,Washington,Chelan,112
2959,Washington,Clallam,206
2960,Washington,Clark,1011
2961,Washington,Columbia,2
2962,Washington,Cowlitz,268
2963,Washington,Douglas,40
2964,Washington,Ferry,8
2965,Washington,Franklin,190
2966,Washington,Garfield,2
2967,Washington,Grant,259
2968,Washington,Grays Harbor,169
2969,Washington,Island,85
2970,Washington,Jefferson,65
2971,Washington,King,7230
2972,Washington,Kitsap,683
2973,Washington,Kittitas,48
2974,Washington,Klickitat,19
2975,Washington,Lewis,145
2976,Washington,Lincoln,10
2977,Washington,Mason,134
2978,Washington,Okanogan,73
2979,Washington,Pacific,33
2980,Washington,Pend Oreille,17
2981,Washington,Pierce,3862
2982,Washington,San Juan,9
2983,Washington,Skagit,238
2984,Washington,Skamania,10
2985,Washington,Snohomish,1577
2986,Washington,Spokane,1729
2987,Washington,Stevens,46
2988,Washington,Thurston,641
2989,Washington,Wahkiakum,5
2990,Washington,Walla Walla,145
2991,Washington,Whatcom,411
2992,Washington,Whitman,86
2993,Washington,Yakima,682
2994,West Virginia,Barbour,75
2995,West Virginia,Berkeley,187
2996,West Virginia,Boone,56
2997,West Virginia,Braxton,33
2998,West Virginia,Brooke,27
2999,West Virginia,Cabell,444
3000,West Virginia,Calhoun,15
3001,West Virginia,Clay,
3002,West Virginia,Doddridge,22
3003,West Virginia,Fayette,115
3004,West Virginia,Gilmer,21
3005,West Virginia,Grant,20
3006,West Virginia,Greenbrier,42
3007,West Virginia,Hampshire,52
3008,West Virginia,Hancock,41
3009,West Virginia,Hardy,58
3010,West Virginia,Harrison,98
3011,West Virginia,Jackson,83
3012,West Virginia,Jefferson,97
3013,West Virginia,Kanawha,1119
3014,West Virginia,Lewis,13
3015,West Virginia,Lincoln,
3016,West Virginia,Logan,178
3017,West Virginia,McDowell,66
3018,West Virginia,Marion,153
3019,West Virginia,Marshall,73
3020,West Virginia,Mason,30
3021,West Virginia,Mercer,272
3022,West Virginia,Mineral,58
3023,West Virginia,Mingo,66
3024,West Virginia,Monongalia,241
3025,West Virginia,Monroe,15
3026,West Virginia,Morgan,67
3027,West Virginia,Nicholas,171
3028,West Virginia,Ohio,285
3029,West Virginia,Pendleton,
3030,West Virginia,Pleasants,9
3031,West Virginia,Pocahontas,23
3032,West Virginia,Preston,67
3033,West Virginia,Putnam,204
3034,West Virginia,Raleigh,365
3035,West Virginia,Randolph,121
3036,West Virginia,Ritchie,7
3037,West Virginia,Roane,38
3038,West Virginia,Summers,19
3039,West Virginia,Taylor,
3040,West Virginia,Tucker,
3041,West Virginia,Tyler,17
3042,West Virginia,Upshur,14
3043,West Virginia,Wayne,70
3044,West Virginia,Webster,
3045,West Virginia,Wetzel,10
3046,West Virginia,Wirt,15
3047,West Virginia,Wood,259
3048,West Virginia,Wyoming,122
3049,Wisconsin,Adams,38
3050,Wisconsin,Ashland,42
3051,Wisconsin,Barron,19
3052,Wisconsin,Bayfield,32
3053,Wisconsin,Brown,625
3054,Wisconsin,Buffalo,7
3055,Wisconsin,Burnett,35
3056,Wisconsin,Calumet,61
3057,Wisconsin,Chippewa,80
3058,Wisconsin,Clark,17
3059,Wisconsin,Columbia,77
3060,Wisconsin,Crawford,19
3061,Wisconsin,Dane,1162
3062,Wisconsin,Dodge,79
3063,Wisconsin,Door,12
3064,Wisconsin,Douglas,81
3065,Wisconsin,Dunn,71
3066,Wisconsin,Eau Claire,145
3067,Wisconsin,Florence,4
3068,Wisconsin,Fond du Lac,195
3069,Wisconsin,Forest,22
3070,Wisconsin,Grant,75
3071,Wisconsin,Green,31
3072,Wisconsin,Green Lake,8
3073,Wisconsin,Iowa,30
3074,Wisconsin,Iron,4
3075,Wisconsin,Jackson,19
3076,Wisconsin,Jefferson,121
3077,Wisconsin,Juneau,64
3078,Wisconsin,Kenosha,393
3079,Wisconsin,Kewaunee,20
3080,Wisconsin,La Crosse,163
3081,Wisconsin,Lafayette,15
3082,Wisconsin,Langlade,13
3083,Wisconsin,Lincoln,43
3084,Wisconsin,Manitowoc,150
3085,Wisconsin,Marathon,156
3086,Wisconsin,Marinette,17
3087,Wisconsin,Marquette,5
3088,Wisconsin,Menominee,0
3089,Wisconsin,Milwaukee,9770
3090,Wisconsin,Monroe,64
3091,Wisconsin,Oconto,
3092,Wisconsin,Oneida,61
3093,Wisconsin,Outagamie,280
3094,Wisconsin,Ozaukee,52
3095,Wisconsin,Pepin,9
3096,Wisconsin,Pierce,56
3097,Wisconsin,Polk,119
3098,Wisconsin,Portage,80
3099,Wisconsin,Price,9
3100,Wisconsin,Racine,409
3101,Wisconsin,Richland,2
3102,Wisconsin,Rock,372
3103,Wisconsin,Rusk,26
3104,Wisconsin,St. Croix,54
3105,Wisconsin,Sauk,71
3106,Wisconsin,Sawyer,31
3107,Wisconsin,Shawano,35
3108,Wisconsin,Sheboygan,183
3109,Wisconsin,Taylor,20
3110,Wisconsin,Trempealeau,18
3111,Wisconsin,Vernon,17
3112,Wisconsin,Vilas,10
3113,Wisconsin,Walworth,89
3114,Wisconsin,Washburn,32
3115,Wisconsin,Washington,86
3116,Wisconsin,Waukesha,257
3117,Wisconsin,Waupaca,98
3118,Wisconsin,Waushara,25
3119,Wisconsin,Winnebago,287
3120,Wisconsin,Wood,24
3121,Wyoming,Albany,52
3122,Wyoming,Big Horn,10
3123,Wyoming,Campbell,136
3124,Wyoming,Carbon,36
3125,Wyoming,Converse,43
3126,Wyoming,Crook,9
3127,Wyoming,Fremont,65
3128,Wyoming,Goshen,47
3129,Wyoming,Hot Springs,5
3130,Wyoming,Johnson,12
3131,Wyoming,Laramie,200
3132,Wyoming,Lincoln,21
3133,Wyoming,Natrona,160
3134,Wyoming,Niobrara,
3135,Wyoming,Park,57
3136,Wyoming,Platte,15
3137,Wyoming,Sheridan,45
3138,Wyoming,Sublette,7
3139,Wyoming,Sweetwater,135
3140,Wyoming,Teton,
3141,Wyoming,Uinta,14
3142,Wyoming,Washakie,7
3143,Wyoming,Weston,10
