ANLY_CN,DESCR_LONG,DESCR,DATA_LOAD_YN,OWNER,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,USER_CREATED_BY,USER_MODIFIED_BY,STATUS,LOAD_DATE,PUBLIC_YN,ISOLATE_YN,COMPILE_STATUS,COMPILE_DATE,ISOLATED_COPY_ANLY_CN,COMPILER,COMPILE_DESCR,END_INVYR
376862523489998,South Carolina 2009-2015,SOUTH CAROLINA 2015: ALL AREA, CURRENT AREA, CURRENT VOLUME, AREA CHANGE, GROWTH, REMOVALS, MORTALITY,N,DATIM,FIADB,3/7/2016 3:49:00 PM,489998,FS_DATIM,4/5/2018 11:58:15 AM,195144,DATIM,,Loaded,2/1/2017 2:06:06 PM,Y,N,Uncompiled,,,,,
