ANLY_CN,DESCR_LONG,DESCR,REGION_ADMIN_CD,FOREST_ADMIN_CD,END_INVYR
376862523489998,South Carolina 2009 - 2015,SOUTH CAROLINA 2015: ALL AREA, CURRENT AREA, CURRENT VOLUME, AREA CHANGE, GROWTH, REMOVALS, MORTALITY, DWM,08,12,
