ANLY_CN,DADA_CN,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
376862523489998,376861398489998,LOGIN_DATIM,2/1/2017 2:01:02 PM,195144,,,
376862523489998,376861399489998,LOGIN_DATIM,2/1/2017 2:01:02 PM,195144,,,
